11. Frontal_Inf_Oper_L_vs_42. Amygdala_R;-0,634;0,000129
13. Frontal_Inf_Tri_L_vs_42. Amygdala_R;-0,595;0,000417
14. Frontal_Inf_Tri_R_vs_42. Amygdala_R;-0,637;0,000116
85. Temporal_Mid_L_vs_115. Vermis_9;-0,573;0,000745
