11. Frontal_Inf_Oper_L_vs_42. Amygdala_R;-0,637;0,000117
13. Frontal_Inf_Tri_L_vs_42. Amygdala_R;-0,591;0,000461
14. Frontal_Inf_Tri_R_vs_42. Amygdala_R;-0,639;0,000109
85. Temporal_Mid_L_vs_115. Vermis_9;-0,573;0,000761
