23. Frontal_Sup_Medial_L_vs_88. Temporal_Pole_Mid_R;0,506;0,000283972
24. Frontal_Sup_Medial_R_vs_88. Temporal_Pole_Mid_R;0,495;0,000406506
64. SupraMarginal_R_vs_89. Temporal_Inf_L;0,452;0,001436602
13. Frontal_Inf_Tri_L_vs_30. Insula_R;0,445;0,001734458
29. Insula_L_vs_76. Pallidum_R;0,443;0,001800219
